Temperatura del Aire (°C),Humedad relativa (%),Presión Atmosférica (hpa)
23.7,9,779.9
23.4,9,780.1
23.1,10,780.1
22.9,10,780.2
23,11,780.3
22.9,13,780.4
22.6,13,780.4
22.5,12,780.5
22.4,11,780.7
22,12,780.7
21.8,13,780.7
21.6,13,780.7
21.2,14,780.8
20.8,15,780.8
20.5,16,780.8
20.2,16,780.9
19.7,16,780.9
19.3,24,780.9
18.7,24,780.9
18,29,780.8
17.5,33,780.7
17,35,780.6
16,37,780.5
15,38,780.4
13.6,40,780.3
12.2,43,780.2
10.9,46,780.1
10.3,48,780
10.4,48,780
10.8,45,779.9
11.4,36,779.8
11.7,31,779.7
12,31,779.5
12.6,29,779.2
13.5,26,779.1
14.1,21,779
14.1,22,778.9
14.4,18,778.9
12,22,778.8
10.8,38,778.7
10.8,37,778.6
11.1,37,778.5
11.9,34,778.3
12.8,29,778.2
13.8,25,778.1
14.3,22,778.1
14.9,20,778.1
15,22,778
15,24,778
14.7,28,778
14.3,31,778.1
13.5,29,778.1
12,32,778.2
11.1,44,778.3
11.1,47,778.3
11.3,49,778.3
11.6,49,778.3
11.7,49,778.4
12,48,778.5
12.3,47,778.5
12.6,47,778.4
13,45,778.4
13.2,44,778.4
13.5,43,778.5
13.4,42,778.5
12.7,44,778.6
12.5,45,778.5
12.6,45,778.6
12.6,45,778.6
12.6,44,778.7
12.2,44,778.7
12.5,42,778.8
12.7,41,778.8
12.9,40,778.8
13.2,39,778.8
13.3,38,778.8
13.4,37,778.8
13.5,36,778.8
13.8,35,778.9
14.2,34,778.9
14.9,32,778.9
15.7,29,778.9
16,29,778.9
16,28,778.9
16.1,25,779
15.8,25,779
15.8,25,779
15.6,25,779
15.3,27,779
15.1,28,779
14.8,30,778.9
15.4,30,778.8
15.8,27,778.6
15.7,29,778.5
15.4,32,778.4
15.4,33,778.4
15.9,35,778.3
16.5,33,778.2
16.8,31,778
17.2,31,777.9
18,27,777.8
18.6,25,777.6
19,25,777.4
19.1,26,777.3
19.2,27,777.2
19.5,27,777.1
20.2,26,777
20.7,24,777
21.1,23,776.9
21.3,23,776.8
21.6,23,776.8
22.1,22,776.8
22.8,22,776.7
23.3,22,776.7
23.7,21,776.6
23.7,20,776.5
23.5,21,776.5
23.6,20,776.4
23.8,20,776.4
24.2,20,776.4
24.5,20,776.5
24.7,19,776.5
24.8,18,776.5
24.7,19,776.5
24.5,18,776.5
24.7,18,776.5
24.9,18,776.5
24.7,19,776.5
24.6,18,776.6
24.6,18,776.6
24.6,18,776.7
24.6,18,776.8
24.9,18,776.8
24.7,18,776.9
24.5,19,777
24.5,20,777.2
24.1,19,777.3
24.2,19,777.4
24.1,19,777.5
23.8,19,777.6
23.6,20,777.8
23.8,21,777.9
23.6,22,778
23.3,21,778.2
22.8,23,778.3
22.7,23,778.5
22.3,24,778.6
22.3,24,778.9
22,25,779
22.2,25,779.2
21.6,25,779.3
21.3,24,779.5
21.4,25,779.6
21,26,779.7
20.8,25,779.7
20.6,25,779.6
20.3,25,779.7
20.1,25,779.6
20,26,779.6
19.6,27,779.6
19.7,28,779.6
19.5,29,779.5
19,31,779.5
18.2,35,779.4
17.8,36,779.3
17.5,37,779.2
17.3,37,779.1
16.9,38,779.1
16.6,39,779
16.2,41,778.9
15.6,42,778.8
14.9,43,778.7
14.4,43,778.6
13.9,43,778.4
13.2,45,778.4
12.2,48,778.3
11.4,53,778.2
11,55,778.2
10.9,57,778.1
11,57,778
11.3,56,777.9
11.5,54,777.8
11.4,54,777.8
11.5,53,777.7
11.6,52,777.7
11.6,52,777.6
11.7,52,777.6
11.8,52,777.6
11.8,52,777.6
11.8,52,777.6
11.6,51,777.6
11.5,51,777.6
11.5,51,777.5
11.9,49,777.5
12.6,46,777.5
12.8,45,777.5
12.7,45,777.5
12.8,45,777.5
13,45,777.5
13.2,44,777.5
13.3,43,777.6
13.4,42,777.6
13.3,42,777.6
13.1,44,777.7
13,44,777.7
12.8,46,777.8
13.1,46,777.8
13.3,44,777.9
12.9,46,777.9
12.4,47,778
12.3,48,778
12.1,49,778
11.9,49,778.1
11.6,50,778.1
11.3,51,778.1
11.3,52,778.2
11.4,52,778.2
11.5,51,778.3
11.7,51,778.4
11.9,52,778.4
12.3,51,778.4
12.8,49,778.4
13.2,47,778.4
13.4,46,778.4
13.5,46,778.4
13.5,46,778.4
13.3,46,778.4
13.2,47,778.5
13.5,46,778.4
13.8,44,778.4
13.9,43,778.3
13.9,42,778.3
13.8,43,778.3
13.9,42,778.2
14.5,41,778.2
15.2,39,778.2
16,37,778.1
16.9,35,778
17.8,32,778
18.4,31,777.8
18.7,30,777.7
19,29,777.6
19.3,28,777.6
19.3,28,777.5
19.6,27,777.4
19.8,26,777.3
19.9,26,777.2
20.1,26,777.2
20.4,25,777.1
20.5,25,777.1
20.7,25,777.1
20.9,25,777
21.1,25,777
21.4,25,776.9
21.8,24,776.9
22.4,24,776.8
23.1,22,776.8
23.6,22,776.7
23.9,21,776.6
24,22,776.6
24,21,776.6
24,21,776.5
24.2,21,776.5
24.8,20,776.6
24.8,20,776.5
25,20,776.5
25.1,19,776.6
25.1,20,776.7
25.4,19,776.7
25.5,19,776.7
25.5,19,776.7
25.2,19,776.7
25,19,776.8
24.9,19,776.9
25.2,19,777
25.3,19,777
25.3,21,777
25.1,22,777.2
24.9,23,777.3
24.7,24,777.5
24.4,24,777.7
24.3,24,777.9
24.4,24,778.1
24.2,24,778.2
24.3,24,778.3
23.8,24,778.5
23.5,26,778.6
23.5,26,778.8
23.3,28,779
23.1,28,779.2
22.8,28,779.3
22.8,28,779.6
22.4,28,779.7
22.1,28,779.8
22,27,779.9
22,28,780
21.9,27,780
21.8,29,780
21,31,780.1
21,31,780
20.9,32,780.1
20.4,33,780.1
20.1,34,780.1
19.8,34,780.1
19.6,35,780.1
19.6,36,780
19.6,37,780
19.3,37,779.9
19.2,38,779.8
19,39,779.7
18.5,40,779.7
17.8,42,779.6
17,45,779.6
15.8,47,779.5
14.4,50,779.5
13.5,54,779.4
12.9,56,779.3
12.5,57,779.3
12,58,779.2
11.6,60,779.2
11.4,60,779.1
11.4,60,779.1
11.4,60,779
11.4,59,778.9
11.3,60,778.9
11.5,59,778.8
11.7,58,778.8
11.9,57,778.7
11.7,57,778.7
11.5,58,778.6
11.4,58,778.6
11.4,58,778.6
11.6,57,778.5
11.6,57,778.5
11.6,56,778.4
11.7,56,778.3
11.9,55,778.3
11.9,55,778.2
12.3,53,778.2
12.7,52,778.2
13,50,778.2
13.2,49,778.2
13.3,48,778.2
13.3,48,778.3
13.3,47,778.3
13.7,46,778.3
14.2,44,778.4
14.6,43,778.4
15,42,778.4
15.5,40,778.5
15.7,39,778.6
15.9,38,778.6
16.1,38,778.6
16.3,36,778.7
16.2,36,778.7
16.2,37,778.6
16.1,38,778.7
16.2,38,778.8
16.2,37,778.9
16.4,36,779
16.4,35,779
16.3,37,779.1
16.2,38,779.2
16.1,38,779.2
16,39,779.4
16.1,38,779.5
16,37,779.6
15.9,37,779.7
15.9,36,779.7
16.1,34,779.7
16.3,33,779.6
16.2,33,779.6
16.6,32,779.6
17.3,30,779.6
17.5,30,779.5
17.6,30,779.4
17.8,29,779.4
18,28,779.3
18,27,779.3
18.1,27,779.2
18.2,26,779.2
18.3,25,779.1
18.5,25,779
18.6,25,778.9
18.5,25,778.9
18.6,27,778.9
18.7,28,778.9
18.7,27,778.8
18.8,27,778.7
18.9,26,778.6
19,25,778.5
19,24,778.4
19,23,778.4
19.2,22,778.3
19.5,21,778.2
19.8,20,778.2
20.3,20,778.1
20.5,20,778.1
21.2,23,778.1
22.1,21,778
22.9,20,778
23.2,19,777.9
23.4,18,777.9
23.6,18,777.9
23.5,18,777.8
23.6,17,777.8
23.8,15,777.8
24.2,12,777.7
24.8,12,777.7
25.1,11,777.7
25.2,11,777.7
25.1,12,777.7
24.9,13,777.7
25.1,13,777.7
24.8,17,777.7
24.6,17,777.8
24.8,17,778
24.9,15,778
24.9,13,778.1
24.8,14,778.2
24.7,20,778.2
24.6,22,778.3
24.9,22,778.4
24.9,22,778.6
24,23,778.7
23.4,24,778.9
23.4,23,779
23.9,24,779.2
23.6,24,779.3
23.3,25,779.5
23.2,25,779.6
22.5,27,779.7
22.5,27,779.9
22.5,27,780
22.4,28,780.1
21.9,29,780.3
21.9,29,780.4
21.8,29,780.5
21.4,30,780.6
21.3,30,780.6
21.3,29,780.7
21.2,29,780.8
20.6,30,780.9
20.6,31,780.9
20.3,30,781
20.1,31,781
20,31,781
19.9,31,781.1
19.8,32,781.1
19.6,32,781.1
19.2,33,781.1
18.9,32,781.1
18.6,33,781
18.2,32,780.9
18,32,780.8
17.4,37,780.7
16.6,39,780.5
15.6,41,780.4
14.5,44,780.4
13.6,46,780.3
13,49,780.2
12.6,50,780.1
12.3,51,779.9
12.1,53,779.8
11.9,54,779.7
12,55,779.5
12,56,779.5
12.2,55,779.3
12.2,54,779.2
12.2,55,779.1
12.2,56,779.1
12.3,57,779
12.3,55,779
12.4,57,778.9
12.4,56,778.9
12.3,59,778.8
12.3,58,778.8
12.1,61,778.7
12.1,63,778.7
12.2,62,778.7
12.3,62,778.6
12.1,65,778.6
12.2,70,778.6
12.4,72,778.7
12.5,72,778.7
12.3,72,778.7
12.3,73,778.8
12.3,72,778.9
12.3,73,779
12.3,74,779
12.3,74,779
12.3,75,779.1
12.2,76,779.2
12.4,74,779.2
12.4,74,779.2
12.5,73,779.2
12.6,72,779.4
12.7,72,779.4
12.8,71,779.4
12.7,71,779.4
12.8,70,779.4
12.9,69,779.5
13.1,67,779.5
13.3,65,779.5
13,66,779.6
12.9,66,779.7
12.8,67,779.6
13.1,66,779.7
13.1,66,779.7
13.2,66,779.6
13.5,64,779.6
13.8,63,779.5
14,62,779.6
14.1,62,779.5
14.2,61,779.4
14.3,60,779.3
14.4,59,779.4
14.6,58,779.3
15.1,57,779.3
15.4,55,779.3
15.7,55,779.1
16.2,52,779.1
16.4,52,779.2
16.7,50,779.2
17.1,49,779
17.3,48,779
17.5,47,779
17.8,45,778.9
17.9,45,778.7
18.2,44,778.6
18.4,42,778.4
18.6,41,778.3
18.9,40,778.2
19,39,778.1
19.3,39,778.1
19.4,39,778
19.7,39,778
19.9,38,778
20.1,36,778
20.4,35,777.9
20.7,33,777.8
21,32,777.7
21.3,31,777.6
21.8,30,777.5
22.3,29,777.5
22.7,29,777.4
23.1,28,777.3
23.2,27,777.3
23.1,27,777.2
23.3,27,777.2
23.3,27,777.2
23.6,26,777.2
24,25,777.1
24.2,26,777.1
24.2,28,777
24.3,26,777
24.1,26,777
24,27,777.1
23.8,27,777.1
23.6,29,777.2
23.8,28,777.3
23.8,28,777.4
23.7,28,777.5
23.7,29,777.6
23.7,29,777.7
23.6,30,777.8
23.5,30,777.9
23.4,31,778
23.5,31,778.1
23.6,32,778.2
23.6,32,778.3
23.1,35,778.4
22.8,33,778.6
22.3,34,778.9
21.7,36,779.1
21.8,37,779.2
21.5,38,779.4
21.6,37,779.6
21.6,37,779.7
21.1,37,779.8
20.8,40,779.9
20.9,43,780
20.7,43,780.1
20.1,44,779.9
19.9,45,779.8
19.8,46,779.7
19.5,47,779.7
19.2,49,779.6
19.1,51,779.5
18.5,54,779.5
18,56,779.5
17.5,59,779.4
17.1,61,779.2
16.6,64,779.1
16.2,66,779.1
15.8,69,779.1
15.3,71,779.2
14.7,74,779.3
14.5,75,779.4
14.2,76,779.4
13.9,78,779.3
13.4,81,779.1
13.2,82,779
13.1,82,778.9
13.2,81,778.8
13.3,80,778.7
13.4,79,778.8
13.5,79,778.7
13.6,79,778.6
13.5,79,778.7
13.3,80,778.7
13.1,81,778.6
13.1,82,778.5
13.4,80,778.3
13.7,78,778.2
14.1,75,778.1
14.2,74,778.1
14.2,74,778.2
14.2,74,778.2
14.2,74,778.1
14.1,75,778.1
14.1,76,778
14.1,76,778
14.1,76,778
14,77,778.1
13.9,77,778.1
13.8,79,778
13.6,80,778
13.7,80,778.1
13.7,80,778.1
13.7,80,778.2
13.5,81,778.3
13.3,82,778.3
13,84,778.4
13.1,83,778.5
13.3,82,778.6
13.4,81,778.7
13.5,80,778.8
13.7,79,778.9
13.7,79,778.8
13.8,79,778.8
13.8,79,778.9
13.7,79,778.9
13.7,80,779.1
13.7,81,779.2
13.7,81,779.2
13.8,81,779.3
14,80,779.2
14.1,80,779.3
14.2,79,779.3
14.1,79,779.3
14,81,779.3
13.9,83,779.4
14.1,82,779.4
14.4,81,779.3
14.6,79,779.3
14.8,77,779.3
14.9,77,779.3
14.9,77,779.4
14.9,77,779.3
15,76,779.3
15.2,74,779.3
15.3,74,779.3
15.5,73,779.3
15.5,72,779.2
15.6,72,779.2
15.6,72,779.1
15.6,72,779
15.7,71,779
15.8,70,778.8
15.9,70,778.7
16.1,69,778.6
16.2,68,778.5
16.2,68,778.4
16.3,68,778.2
16.4,68,778.2
16.4,67,778.2
16.5,67,778.2
16.6,67,778.1
16.7,67,778
16.8,66,777.9
16.9,66,777.8
17,65,777.7
17.2,64,777.5
17.3,62,777.4
17.5,62,777.4
17.6,61,777.3
17.7,61,777.3
17.8,62,777.3
17.9,62,777.4
17.9,62,777.3
18,61,777.3
17.9,62,777.3
18,62,777.2
18,61,777.3
18,61,777.2
17.9,61,777.2
17.9,61,777.3
18.1,61,777.2
18.2,61,777.2
18.2,60,777.2
18.1,60,777.3
18.1,59,777.4
18.1,59,777.5
18,60,777.6
18,60,777.6
18,61,777.5
18.2,60,777.6
18.5,59,777.6
18.5,59,777.6
18.5,58,777.7
18.8,57,778
18.9,57,778.1
19.1,56,778.2
19,56,778.2
19.1,56,778.4
18.8,57,778.4
18.4,60,778.4
18.1,61,778.6
18,62,778.8
17.8,62,778.9
17.7,62,778.9
17.7,63,778.9
17.8,62,779
17.8,62,779.1
17.8,62,779.2
17.6,63,779.3
17.5,63,779.4
17.6,63,779.4
17.7,63,779.4
17.5,67,779.3
17.3,68,779.4
17.2,68,779.3
16.9,70,779.2
16.5,72,779.1
16.1,73,779.1
15.6,76,778.9
15.2,78,778.9
14.8,79,778.8
14.5,79,778.6
14.5,79,778.5
14.3,79,778.3
14,80,778.1
13.7,82,777.9
13.4,84,778
13.2,84,778
13.2,84,777.8
13.3,84,777.8
13.3,84,777.7
13.4,84,777.7
13.4,83,777.6
13.6,82,777.6
13.8,81,777.6
14.1,80,777.5
14.4,78,777.4
14.7,77,777.3
14.8,75,777.2
15,74,777
14.9,74,777.1
14.9,73,777.1
14.9,74,777
15,73,776.9
15.2,71,776.9
15.6,69,776.9
15.7,67,777.1
15.5,67,777.2
15.3,69,777.3
15.3,70,777.4
15.4,69,777.4
15.3,70,777.5
15.4,71,777.5
15.6,69,777.6
15.6,68,777.7
15.7,69,777.8
16,67,777.7
16.2,65,777.7
16.3,64,777.7
16.2,64,777.8
15.9,67,777.9
15.7,70,777.8
15.9,69,777.8
16,70,777.8
16.4,67,777.8
16.6,66,777.7
16.6,66,777.8
16.7,65,777.9
16.8,65,778
16.7,65,778.1
16.8,66,778.2
16.8,65,778.3
16.8,63,778.4
16.9,61,778.4
16.6,61,778.4
16.5,60,778.4
16.6,59,778.5
16.8,57,778.4
16.9,56,778.5
16.8,55,778.6
16.3,56,778.6
16.1,56,778.6
16.2,56,778.5
16.4,54,778.4
16.2,54,778.4
15.1,54,778.4
14.6,51,778.3
14.7,50,778.3
14.6,50,778.3
14.8,50,778.2
14.9,49,778.2
15,47,778.1
15.2,46,778
15.3,45,777.9
15.6,43,777.9
15.9,40,777.8
16,38,777.7
15.9,38,777.5
16,37,777.5
16.2,38,777.4
16.6,37,777.3
17,36,777.3
17.5,35,777.3
18.2,34,777.1
18.8,32,777.1
19,31,777
19.7,31,776.9
20.3,28,776.9
20.9,26,776.8
21.4,25,776.8
21.8,25,776.8
22.2,25,776.7
22.7,23,776.7
23.1,22,776.7
22.9,24,776.7
23.1,24,776.6
23.6,23,776.5
23.9,23,776.5
23.5,23,776.5
23.4,24,776.5
23.5,23,776.5
23.4,24,776.6
23.5,23,776.6
23.5,23,776.7
23.7,22,776.7
23.8,21,776.7
23.6,21,776.8
24,21,776.9
24.1,21,776.9
23.9,20,777
24.2,20,777.1
24.2,20,777.2
23.8,21,777.4
23.8,21,777.6
24.1,21,777.6
24.2,20,777.7
24.4,20,778
24.6,20,778.1
24.5,19,778.3
24.7,19,778.4
24.6,19,778.6
24.7,18,778.8
24.9,18,778.9
24.4,18,779.1
23.4,18,779.3
22.6,20,779.4
22.3,19,779.5
22.2,19,779.6
22.6,19,779.7
22.7,19,779.9
23.1,19,779.9
23.1,19,780.1
22.6,20,780.2
22.4,20,780.2
22.2,19,780.3
21.7,20,780.4
21.2,20,780.3
21.1,20,780.3
20.2,23,780.3
19.2,25,780.2
17.9,29,780.1
17,32,780
16.6,36,779.9
16.3,31,779.8
15.9,31,779.6
15.3,33,779.5
14.4,34,779.3
13.6,38,779.1
12.5,39,779
11.5,40,778.9
10.9,39,778.8
10.6,41,778.7
10.6,39,778.6
10.6,38,778.5
10.6,36,778.4
10.5,36,778.3
10.3,37,778.3
10.5,36,778.2
11,35,778.2
11.2,33,778.2
11.2,33,778.1
11.2,33,778.1
11.2,33,778.1
11.3,33,778.1
11.2,33,778.1
11.2,33,778.1
11.1,33,778.1
11.1,34,778.2
11.2,33,778.2
11.2,34,778.2
11.1,34,778.2
11.2,34,778.2
11.3,33,778.3
11.3,32,778.3
11.2,31,778.3
11.4,31,778.4
11.4,30,778.4
11.3,30,778.5
11.3,30,778.5
11.4,30,778.7
11.4,29,778.8
11.5,30,778.8
11.7,29,778.9
11.7,29,779
11.8,29,779
11.9,28,779.1
11.7,28,779.2
11.5,29,779.2
11.3,29,779.3
10.9,29,779.4
10.7,30,779.4
10.7,29,779.5
10.7,29,779.5
10.9,28,779.6
10.9,27,779.6
11,27,779.6
11.1,27,779.7
11.2,28,779.8
11.5,27,779.8
11.7,26,779.8
11.8,27,779.8
12.2,26,779.8
12.3,26,779.8
12.2,28,779.7
12,32,779.8
12.2,38,779.8
12.8,38,779.8
13.4,36,779.8
13.8,35,779.7
13.9,35,779.6
13.9,35,779.6
13.8,36,779.6
13.8,37,779.5
13.9,38,779.5
13.7,38,779.5
13.2,40,779.4
12.9,41,779.3
13,41,779.3
13.1,42,779.2
13.1,40,779.1
13.3,39,779.1
13.6,39,779
13.8,38,778.9
13.9,39,778.8
14.3,38,778.7
14.6,37,778.6
15,36,778.5
15.5,35,778.3
16.3,32,778.2
17.1,30,778.1
17.9,27,778
18.4,25,777.9
19,24,777.9
19.6,23,777.8
20.2,21,777.8
20.8,20,777.8
21.3,19,777.7
21.7,17,777.6
21.8,16,777.6
22,16,777.5
22.2,16,777.5
22.6,17,777.5
22.9,16,777.5
23.2,15,777.4
23.2,16,777.5
23,15,777.5
22.9,17,777.6
23.1,15,777.6
22.8,17,777.6
22.9,17,777.6
22.9,18,777.7
23,18,777.8
23.2,18,777.9
23.3,18,778
23.4,19,778.1
23.2,19,778.3
23,20,778.3
22.9,20,778.5
22.7,20,778.6
22.3,20,778.8
22.2,22,779
22.1,23,779.1
22,22,779.2
22,22,779.3
21.8,22,779.5
21.9,23,779.6
21.5,24,779.8
21.3,25,779.9
21,24,780
20.8,23,780
20.5,24,780.1
20.4,22,780.2
20.1,24,780.3
19.8,24,780.4
19.6,25,780.6
19.4,25,780.6
19.3,25,780.7
18.9,25,780.8
18.6,25,780.9
18.4,26,780.9
18.1,27,780.9
17.8,28,780.9
17.6,29,781
17.5,34,781
17.3,34,781
17,35,780.9
16.7,38,780.9
16.3,42,780.8
16,43,780.7
15.6,44,780.7
14.9,44,780.6
13.7,45,780.6
12.1,48,780.5
10.7,52,780.4
10,53,780.2
9.5,53,780.1
9,56,780.1
8.5,57,780
8.3,59,780
8.3,58,779.9
8.3,58,779.8
8.3,57,779.7
8.3,58,779.7
8.4,58,779.7
8.5,58,779.7
8.5,58,779.6
8.6,57,779.6
8.7,57,779.5
8.5,57,779.5
8.3,59,779.5
8.1,60,779.4
7.7,62,779.3
7.2,66,779.3
7,69,779.2
6.9,70,779.2
7,68,779.2
7,70,779.2
7.2,70,779.2
7.5,68,779.2
7.8,67,779.3
8,64,779.3
8.3,63,779.3
8.6,60,779.4
9.1,57,779.5
9.5,56,779.5
9.4,56,779.6
9.3,58,779.6
9.4,57,779.7
9.6,56,779.8
9.9,55,779.8
10,54,779.9
9.8,55,779.9
9.9,56,780
10.2,55,780
10.5,55,780.1
10.7,55,780.2
10.8,53,780.3
10.7,55,780.3
10.5,57,780.4
10.2,59,780.3
10.2,60,780.4
10.2,60,780.5
10.4,60,780.6
10.5,60,780.6
10.8,60,780.7
11.1,58,780.8
11.2,57,780.8
11.3,56,780.8
11.1,58,780.9
11.1,58,780.9
11.4,57,780.8
11.7,57,780.8
12,56,780.7
12.2,55,780.6
12.1,56,780.6
12.2,60,780.5
12.5,63,780.5
12.9,62,780.4
13,60,780.4
12.8,62,780.2
12.4,67,780.1
12.4,69,780
12.5,68,779.9
12.8,68,779.7
13.1,68,779.6
13.4,66,779.5
13.9,64,779.5
14.4,62,779.4
15,60,779.3
15.5,57,779.2
15.8,55,779.1
15.9,54,779
15.9,54,778.9
16,53,778.8
16.5,53,778.8
17.1,50,778.7
17.6,47,778.6
18.1,47,778.6
18.3,46,778.6
18.7,44,778.5
19.4,40,778.5
19.4,39,778.5
19.2,39,778.5
19.2,40,778.5
19.3,40,778.5
19.9,38,778.6
20.7,36,778.6
21,36,778.6
21.3,36,778.6
21.3,34,778.6
21.3,34,778.7
21.5,34,778.7
21.2,34,778.8
21.2,34,778.8
21.5,34,778.8
21.4,35,778.8
21.2,35,778.9
20.9,36,779
21.1,35,779.2
20.8,36,779.3
20.7,37,779.4
20.5,37,779.6
20.4,37,779.8
20.3,37,780
20,37,780.1
19.9,37,780.3
19.8,37,780.5
19.6,36,780.7
19.2,38,780.9
19,38,781.1
18.9,37,781.3
18.6,39,781.5
18.6,39,781.7
18.2,45,781.8
17.7,55,782
17.3,57,782.1
16.5,61,782.2
15.6,66,782.3
14.8,69,782.4
13.8,75,782.5
12.8,83,782.6
11.9,98,782.7
9.4,100,782.4
9.3,100,782.3
9,100,782.2
8.9,100,782.1
8.8,100,782
8.8,100,781.9
8.7,100,781.9
8.8,100,781.8
8.9,100,781.6
8.7,100,781.6
8.6,100,781.6
8.5,100,781.5
8.2,100,781.5
7.6,100,781.4
7.3,100,781.4
7.2,100,781.3
7.2,100,781.3
7.2,100,781.2
7.2,100,781.1
7.2,100,781.1
7.3,100,781.1
7.4,100,781.1
7.4,100,781.1
7.4,100,781.1
7.3,100,781
7.1,99,781
7,99,781
7,98,780.9
7.2,98,780.9
7.3,98,780.9
7.8,99,780.8
8,99,780.8
8.1,99,780.7
8.4,99,780.7
8.5,99,780.8
8.5,99,780.9
8.4,99,780.9
8.5,99,781
8.4,99,781.2
8.4,99,781.3
8.3,98,781.3
8.3,98,781.4
8.3,97,781.5
8.3,97,781.7
8.4,96,781.7
8.5,97,781.7
8.6,96,781.7
8.6,96,781.8
8.7,95,781.9
8.9,95,782
9,94,782
9.2,94,782.1
9.3,93,782.1
9.5,93,782.1
9.8,92,782.2
9.9,92,782.3
10,92,782.3
10.1,92,782.3
10.1,92,782.4
10.2,91,782.4
10.2,91,782.5
10,91,782.5
10,90,782.6
10.1,89,782.6
10.3,89,782.5
10.4,89,782.5
10.4,88,782.4
10.5,87,782.5
10.7,86,782.5
10.9,85,782.5
11.2,83,782.6
11.5,82,782.6
11.7,81,782.6
11.6,82,782.6
11.8,81,782.6
11.9,81,782.5
12.1,81,782.3
12.4,79,782.3
12.7,77,782.2
12.9,76,782.2
13.1,75,782.1
13,76,781.9
12.9,77,781.7
12.8,80,781.6
12.9,79,781.4
13,78,781.3
13.2,77,781.1
13.6,76,781
14.1,73,781
14.7,71,780.9
15.4,67,780.8
16,65,780.8
16.6,62,780.7
17.1,60,780.6
17.5,57,780.5
17.8,56,780.5
18,55,780.5
18.2,55,780.5
18.2,56,780.6
18.5,54,780.7
18.9,53,780.7
18.5,52,780.8
18.4,53,780.8
18.4,52,780.8
18.2,54,780.8
18.2,55,780.9
18.4,55,780.9
18.9,54,780.9
19.2,52,780.9
19.3,50,780.9
19.4,51,780.9
19.1,54,780.9
19.7,50,780.9
20.4,49,781
20.3,48,781
19.7,51,781.1
19.1,51,781.2
18.8,53,781.3
17.9,58,781.4
17.2,60,781.5
16.8,61,781.7
16.7,62,781.8
16.7,62,781.9
16.4,64,782.1
16.4,65,782.2
16.4,64,782.3
16.3,65,782.4
16.2,67,782.4
15.8,67,782.5
15.5,68,782.6
15.4,69,782.7
15.2,69,782.8
14.6,72,782.9
14.4,73,783
14.1,73,783
14.1,73,783.1
14.2,73,783.1
14.2,73,783.1
13.8,76,783.1
13.4,81,783.2
13.1,83,783.2
12.9,84,783.2
12.8,84,783.2
12.7,87,783.1
12.6,88,783.1
12.5,89,783
12.3,90,782.9
12.2,92,782.8
12,92,782.7
12,90,782.6
12,89,782.5
12,89,782.4
11.9,89,782.3
11.9,91,782.2
11.8,92,782.1
11.8,93,782
11.8,94,781.9
11.7,94,781.8
11.7,95,781.7
11.7,95,781.6
11.7,97,781.5
11.7,98,781.5
11.7,99,781.4
11.7,100,781.3
11.8,100,781.2
11.8,100,781.1
11.8,100,781
11.9,100,780.9
11.9,100,780.9
11.9,100,780.9
12,100,780.8
12.1,100,780.8
12.3,100,780.7
12.3,100,780.7
12.4,100,780.7
12.4,100,780.7
12.4,100,780.6
12.4,100,780.7
12.4,100,780.7
12.4,100,780.7
12.3,100,780.7
12.3,100,780.7
12.2,100,780.7
12.2,100,780.9
12.2,100,780.9
12.2,100,780.9
12.2,100,780.9
12.2,100,781
12.2,100,781
12.2,100,780.9
12.2,100,781
12.2,100,781
11.8,100,781.1
11.8,100,781.2
11.9,100,781.2
11.9,100,781.3
11.9,100,781.4
11.9,100,781.3
11.9,99,781.4
12,99,781.4
12,98,781.4
12,98,781.4
12,97,781.5
12.1,97,781.4
12.2,96,781.4
12.3,94,781.4
12.6,93,781.2
13,91,781.1
13.6,88,781
13.9,86,780.9
14.1,84,780.8
14.2,82,780.7
14.4,81,780.5
14.8,78,780.3
15.4,75,780.2
15.8,66,780.1
15.5,59,779.7
15.3,60,779.3
15.4,60,779.1
15.5,58,778.9
15.5,58,778.8
15.7,57,778.5
15.8,57,778.3
15.7,57,778.2
15.7,59,778.1
15.8,60,778.1
15.9,62,778
16,64,777.9
16.2,63,777.9
16.5,63,777.9
16.9,62,777.8
17.2,60,777.8
17.4,59,777.8
17.7,57,777.6
18,56,777.4
18.1,58,777.4
17.6,60,777.4
17.2,61,777.5
17.3,65,777.5
17.5,67,777.5
17.7,66,777.4
17.9,65,777.4
18.1,64,777.5
18.4,63,777.4
19,59,777.3
20.8,51,777.4
21.4,43,777.5
21.5,43,777.5
21.7,42,777.6
21.7,43,777.6
21.6,43,777.7
21.4,44,777.9
21.5,45,777.9
21.7,46,778.1
22,47,778.1
22.9,45,778.2
23.4,44,778.2
23.3,44,778.4
22,48,779.1
21.8,48,779.2
21.7,50,779.4
21.9,49,779.5
20.8,53,779.7
20.2,55,779.8
20.2,55,779.9
20,55,780
19.8,56,780.1
19.2,60,780.1
19.6,57,780.1
19.3,59,780.1
19,60,780.2
19,60,780.3
18.5,61,780.2
18.1,63,780.3
18.1,64,780.3
17.9,64,780.3
16.4,71,780.2
15.3,77,780.2
14.7,79,780.2
14.6,79,780.2
14.4,80,780.2
14.2,82,780.1
14,84,780
13.9,86,780
13.8,86,779.9
13.9,86,779.7
13.9,85,779.4
14,84,779.4
14,84,779.4
14.1,84,779.4
14.2,84,779.4
14.2,84,779.2
14.2,83,779.1
